Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,1.0,New Orleans,2.0,112.0,55.0,Y,29.97393,-90.0996,70119,37419.0,36228.0,50175,101.4,4.5,0.0,8368,19151,18268,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.0,1.0,New Orleans,2.0,62.0,125.0,Y,29.97195,-90.07028000000003,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,Brooklyn,2.0,6.0,75.0,Y,40.68555,-73.98146,11217,39224.0,35881.0,35353,162.5,0.8,0.0,52249,18631,20592,0.4,4695.0,4903.0,1100696.0,98910.0,3336.0,839.0,1851.0,2541159.0,4.9,15689.6,143,0.911431776,144.2357143,47.828125,4.782258065,1.118881119,1.452991453,1.902097902,1.902097902
1.0,1.0,1.0,Brooklyn,2.0,42.0,45.0,Y,40.61985,-74.03255,11209,68794.0,68853.0,69840,161.1,2.2,0.0,31816,32535,36258,0.7,5586.0,5988.0,772829.0,67885.0,2461.0,870.0,1449.0,1123194.0,5.6,27517.6,69,0.250748612,90.41176471,20.68421053,4.7,1.029411765,1.301587302,1.724637681,1.724637681
1.0,1.0,1.0,San Francisco,2.0,179.0,135.0,N,37.754,-122.41771,94110,74565.0,69333.0,74633,155.3,2.3,0.0,32066,40024,34542,0.6,7115.0,3076.0,983378.0,101610.0,3197.0,534.0,1585.0,1501646.0,5.0,29826.0,461,1.545631328,162.1862528,75.53395785,4.891509434,1.23059867,1.4613583140000002,1.791574279,1.791574279
1.0,2.0,2.0,Brooklyn,4.0,16.0,450.0,Y,40.731,-73.9548,11222,36207.0,36934.0,39360,161.0,1.5,0.1,23754,17302,18903,0.5,3423.0,4026.0,791808.0,76436.0,2752.0,757.0,1841.0,4684674.0,4.1,14482.8,133,0.91833071,124.9140625,37.7107438,4.858974358999999,1.067669173,1.245454545,1.466165414,1.466165414
1.0,1.0,1.0,Brooklyn,2.0,206.0,120.0,Y,40.68648,-73.99257,11201,60922.0,51128.0,47746,157.6,1.4,0.0,42778,29849,31072,0.4,3941.0,3671.0,881822.0,114013.0,2881.0,803.0,2174.0,2606198.0,4.6,24368.8,165,0.677095302,174.1419753,39.3015873,4.824324324,1.0858895709999998,1.410958904,1.684848485,1.684848485
1.0,1.0,1.0,San Francisco,2.0,145.0,107.0,Y,37.73035,-122.4452,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,1.0,2.0,Atlanta,4.0,54.0,89.0,N,33.81192,-84.36621,30324,26343.0,24267.0,20317,99.1,5.3,0.0,5006,13630,12713,1.1,3915.0,3198.0,335525.0,66294.0,2081.0,684.0,1225.0,212039.0,4.2,10537.2,96,0.911057966,103.6736842,21.16923077,4.847457627,1.28125,1.47311828,1.6875,1.6875
1.0,1.0,1.0,San Francisco,2.0,83.0,69.0,Y,37.76345,-122.42996,94114,33984.0,31124.0,30574,156.5,1.4,0.0,23843,20028,13958,0.6,9677.0,3283.0,1278503.0,136895.0,3987.0,686.0,2024.0,1647458.0,2.9,13593.6,423,3.111758475,194.2116788,85.53246753,4.914728682,1.201946472,1.421052632,1.532846715,1.532846715
1.0,1.0,1.0,Corona,1.0,49.0,38.0,Y,40.73738,-73.85723,11368,114602.0,109931.0,98841,162.1,2.6,0.0,43550,61376,53229,0.7,3827.0,3844.0,547407.0,47887.0,2830.0,780.0,1513.0,840171.0,4.8,45840.8,38,0.082895586,57.59459459,26.35483871,4.839285714,1.081081081,1.081081081,1.526315789,1.526315789
1.0,3.0,3.0,Arlington,6.0,37.0,175.0,Y,38.88304,-77.09164,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,2.0,2.0,San Mateo,4.0,34.0,215.0,N,37.57029,-122.31848,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,Seattle,2.0,217.0,89.0,Y,47.60769000000001,-122.31563,98122,35953.0,31454.0,28790,118.8,2.3,1.2,15538,18846,17108,0.8,4192.0,4627.0,538305.0,68050.0,2322.0,748.0,1310.0,428862.0,2.9,14381.2,228,1.585403165,89.57079646,71.31162791,4.819905213,1.140350877,1.4230769230000002,1.73245614,1.73245614
1.0,1.0,1.0,Arlington,2.0,51.0,52.0,N,38.89172,-77.06963,20037,15504.0,14642.0,12642,127.5,0.6,0.3,24097,7071,8432,0.6,4203.0,4315.0,668720.0,75467.0,2696.0,1044.0,2091.0,1621072.0,2.9,6201.6,419,6.756320949,153.59223300000005,38.3728223,4.766536965,1.215827338,1.425,1.894988067,1.894988067
2.0,3.0,3.0,Philadelphia,8.0,24.0,92.0,N,39.9405,-75.148,19147,39405.0,36228.0,32680,107.6,1.4,0.2,27998,19454,19950,0.7,2742.0,2077.0,357612.0,72963.0,1694.0,497.0,1255.0,395531.0,4.8,15762.0,257,1.6305037430000002,96.79377432,58.45045045,4.830188679,1.245136187,1.545454545,1.984435798,1.984435798
1.0,1.0,1.0,Seattle,4.0,38.0,95.0,Y,47.6971,-122.34456000000002,98103,50072.0,45911.0,41971,117.7,4.6,0.7,10802,24922,25149,0.8,4700.0,5256.0,613335.0,87557.0,2290.0,704.0,1387.0,586517.0,2.5,20028.8,249,1.243209778,112.0367347,46.40669856,4.868159204,1.204819277,1.545851528,1.863453815,1.863453815
1.0,1.0,2.0,Washington,4.0,12.0,165.0,Y,38.89701,-76.99254,20002,60514.0,52370.0,49333,123.6,5.3,0.2,11513,29267,31246,0.5,2898.0,2016.0,598906.0,80499.0,2322.0,490.0,1421.0,591482.0,6.3,24205.6,168,0.6940542679999999,95.78443114,63.90506329,4.881410256000001,1.113095238,1.294117647,1.803571429,1.803571429
1.0,1.0,2.0,Brookline,3.0,149.0,200.0,Y,42.34445,-71.12063,2134,17850.0,21503.0,21389,144.3,1.3,0.0,13458,9350,8499,0.8,3585.0,4385.0,486584.0,49455.0,2254.0,810.0,1654.0,361746.0,4.2,7140.0,144,2.016806723,96.76223776,38.38888889,4.779166667,1.244755245,1.508474576,1.777777778,1.777777778
1.0,1.0,2.0,Atlanta,4.0,146.0,60.0,N,33.76332,-84.38675,30313,11189.0,9495.0,11035,98.3,1.1,0.0,10062,7009,4180,0.9,1977.0,2122.0,229085.0,43876.0,1867.0,843.0,965.0,607748.0,15.1,4475.6,79,1.765126463,97.50649351,54.40277778,4.781690141,1.164556962,1.2,1.936708861,1.936708861
1.0,1.0,1.0,Arlington,1.0,67.0,69.0,N,38.88641,-77.11046,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,1.0,1.0,Queens,4.0,4.0,108.0,N,40.77653,-73.90889,11105,37831.0,36688.0,42117,163.0,1.6,0.0,23181,18800,19031,0.7,5285.0,5974.0,781597.0,65448.0,2822.0,949.0,1627.0,1153123.0,4.9,15132.4,108,0.713700404,91.85046729,42.35227273,4.673076923,1.074074074,1.287128713,1.6944444440000002,1.6944444440000002
1.0,1.0,1.0,San Diego,2.0,4.0,55.0,Y,32.74435,-117.12482,92104,46444.0,44414.0,47688,137.8,3.8,0.0,12271,23469,22975,0.5,3281.0,1746.0,551513.0,54187.0,2272.0,419.0,1189.0,346332.0,5.6,18577.6,391,2.104685212,118.6311688,56.503125,4.920711974,1.153846154,1.51744186,1.792838875,1.792838875
1.0,2.0,3.0,San Diego,6.0,47.0,125.0,N,32.744890000000005,-117.24641,92107,29712.0,28651.0,27956,140.0,3.1,0.5,9468,14798,14913,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
2.0,2.0,2.0,San Francisco,5.0,10.0,199.0,Y,37.71869,-122.38842,94124,35954.0,33996.0,33170,155.9,4.9,1.1,7298,17643,18310,0.7,4648.0,2987.0,627764.0,55534.0,2339.0,485.0,979.0,636286.0,9.2,14381.6,128,0.890026145,138.76190480000002,52.64772727,4.775,1.228346457,1.425,1.787401575,1.787401575
1.0,1.0,2.0,Washington,4.0,8.0,51.0,N,38.87451,-76.96333,20020,55743.0,49864.0,49899,123.8,4.6,0.1,12080,24885,30856,0.5,1642.0,1370.0,298121.0,34573.0,1526.0,491.0,1032.0,335336.0,13.0,22297.2,227,1.018065049,145.340708,27.6875,4.65,1.367256637,1.6818181819999998,2.756637168,2.756637168
1.0,1.0,1.0,New York,2.0,21.0,169.0,N,40.7631,-73.99133,10036,26359.0,24711.0,18751,162.6,0.4,0.0,59463,14842,11518,0.7,6496.0,6920.0,916562.0,87289.0,3281.0,1320.0,2122.0,2484424.0,4.4,10543.6,82,0.7777229790000001,126.7468354,61.16883117,4.746753247,1.073170732,1.173333333,1.62195122,1.62195122
1.0,1.0,1.0,Boston,2.0,5.0,39.0,N,42.36819000000001,-71.03401,2128,46870.0,40508.0,38413,137.7,4.8,1.1,9664,25250,21621,0.6,2285.0,2182.0,368711.0,54315.0,2035.0,587.0,1235.0,443373.0,5.4,18748.0,96,0.5120546189999999,99.72340426,42.97674419,4.791666667,1.104166667,1.4947368419999998,1.90625,1.90625
1.0,1.0,1.0,Philadelphia,2.0,10.0,30.0,Y,39.94835,-75.22168,19143,64429.0,64849.0,71169,102.8,3.2,0.1,20211,29447,34980,0.9,920.0,825.0,92122.0,32075.0,957.0,415.0,854.0,222828.0,14.5,25771.6,166,0.644119884,87.46012270000001,50.296875,4.731092437,1.253012048,1.384615385,1.680722892,1.680722892
1.0,1.0,2.0,Miami,3.0,5.0,65.0,N,25.63493,-80.38781999999998,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
2.0,2.0,3.0,San Diego,5.0,18.0,325.0,Y,32.72541,-117.16839,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,San Diego,2.0,50.0,49.0,Y,32.75925,-117.06677,92115,65333.0,58560.0,56883,136.5,6.5,0.0,10049,32550,32783,0.6,3126.0,1563.0,458392.0,48944.0,2164.0,417.0,1208.0,610713.0,6.7,26133.2,210,0.803575528,94.32195122,26.84397163,4.867768595,1.233333333,1.468085106,1.7,1.7
1.0,2.0,2.0,Seattle,4.0,4.0,100.0,Y,47.7011,-122.31481,98125,40261.0,37081.0,34994,117.4,5.4,1.5,7469,19587,20673,0.9,3784.0,4095.0,446738.0,60796.0,2080.0,648.0,1173.0,402504.0,5.4,16104.4,77,0.4781302,90.22368421,32.03333333,4.8684210530000005,1.155844156,1.478873239,1.74025974,1.74025974
1.0,1.0,3.0,Miami Springs,4.0,211.0,99.0,Y,25.81925,-80.28094,33132,11596.0,11165.0,5322,114.1,1.7,1.5,6799,6803,4794,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,2.0,2.0,New York,6.0,6.0,201.0,N,40.75717,-73.98326,10036,26359.0,24711.0,18751,162.6,0.4,0.0,59463,14842,11518,0.7,6496.0,6920.0,916562.0,87289.0,3281.0,1320.0,2122.0,2484424.0,4.4,10543.6,82,0.7777229790000001,126.7468354,61.16883117,4.746753247,1.073170732,1.173333333,1.62195122,1.62195122
1.0,2.0,4.0,San Diego,8.0,15.0,158.0,N,32.7114,-117.1614,92101,37385.0,37095.0,27494,136.9,4.7,0.2,7926,21906,15481,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,San Diego,2.0,7.0,100.0,Y,32.73661,-117.1727,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999995,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,2.0,3.0,Queens,6.0,57.0,120.0,N,40.7416,-73.90684,11377,92186.0,89830.0,88339,156.8,2.5,0.0,36255,46605,45581,0.8,4099.0,4243.0,491134.0,53819.0,2073.0,729.0,1460.0,355286.0,4.5,36874.4,41,0.11118825,86.51282051,40.0,4.75,1.025,1.315789474,1.926829268,1.926829268
1.0,1.0,2.0,Seattle,5.0,101.0,59.0,N,47.63677,-122.34118,98109,26277.0,20715.0,16018,117.2,2.0,0.4,13143,13621,12656,0.8,4146.0,5604.0,582369.0,94602.0,2362.0,905.0,1568.0,905401.0,3.3,10510.8,233,2.216767515,139.0519481,44.37894737,4.820809249,1.17167382,1.305309735,1.652360515,1.652360515
2.0,3.0,3.0,Boston,6.0,14.0,158.0,N,42.36481,-71.05362,2113,7602.0,6915.0,6401,139.6,0.1,0.0,75487,3801,3800,0.9,4905.0,6026.0,575265.0,89666.0,2543.0,875.0,1837.0,808477.0,1.5,3040.8,71,2.334911865,153.49295769999995,84.75362319,4.710144928,1.112676056,1.7121212119999998,2.281690141,2.281690141
2.0,2.0,3.0,Sunny Isles Beach,6.0,9.0,95.0,N,25.94132,-80.1255,33141,40307.0,35249.0,36545,111.9,2.3,5.2,17406,21026,19282,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
1.0,1.0,1.0,Seattle,2.0,70.0,50.0,Y,47.57741,-122.28943999999998,98144,30521.0,26881.0,24913,116.6,3.4,1.8,8964,15214,15307,0.8,3974.0,4104.0,499015.0,69761.0,2243.0,662.0,1037.0,354357.0,3.3,12208.4,155,1.26961764,87.16447368,59.88,4.895973154,1.225806452,1.4041095890000002,1.7290322580000002,1.7290322580000002
3.0,3.0,3.0,Del Mar,6.0,5.0,475.0,Y,32.95217,-117.25526,92014,13861.0,13154.0,13938,144.5,6.0,0.5,2299,7007,6853,0.5,8593.0,6180.0,1502926.0,125897.0,3987.0,926.0,2143.0,462825.0,2.1,5544.4,141,2.5431065580000003,284.9224806000001,22.77941176,4.891666667,1.879432624,2.313432836,2.929078014,2.929078014
1.0,2.0,4.0,New Orleans,5.0,126.0,50.0,N,29.919490000000003,-90.0948,70115,34248.0,31695.0,40287,102.1,3.9,0.6,8832,17038,17209,0.9,3992.0,3332.0,423985.0,57779.0,2268.0,695.0,1105.0,433344.0,4.6,13699.2,435,3.175367905,144.1786543,43.69554455,4.893483709,1.35862069,1.904645477,2.524137931,2.524137931
2.0,4.0,4.0,Washington,6.0,5.0,300.0,Y,38.94688,-77.0912,20016,35696.0,32519.0,31374,125.0,4.4,0.2,8040,16199,19496,0.6,6127.0,4248.0,940758.0,133243.0,3291.0,969.0,2005.0,3958678.0,3.3,14278.4,183,1.281656208,151.3965517,28.93220339,4.869369369,1.398907104,1.686746988,2.054644809,2.054644809
1.0,1.0,1.0,Brooklyn,2.0,24.0,36.0,N,40.68194,-73.91403000000003,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
1.0,1.0,1.0,Washington,4.0,20.0,100.0,Y,38.88815,-76.98689,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
1.0,1.0,1.0,New Orleans,2.0,10.0,100.0,N,29.95368,-90.11001,70125,16992.0,14479.0,23887,102.6,2.3,0.0,7252,8064,8927,0.8,3109.0,1746.0,318322.0,38122.0,2070.0,573.0,971.0,223889.0,7.1,6796.8,327,4.811087571,117.5603715,39.42605634,4.838709677,1.327217125,2.078431373,2.706422018,2.706422018
1.0,1.0,1.0,New Orleans,2.0,40.0,65.0,Y,29.94067,-90.08364,70113,8440.0,7025.0,10291,105.2,1.0,0.0,8297,4387,4053,0.5,846.0,1080.0,188906.0,16309.0,1166.0,603.0,736.0,187354.0,16.0,3376.0,162,4.798578199,104.9444444,52.39735099,4.843333333,1.277777778,1.632258065,2.018518519,2.018518519
1.0,1.0,1.0,Kenner,2.0,14.0,45.0,Y,30.02988,-90.23386,70124,20988.0,16824.0,22951,100.2,6.7,1.1,3152,10095,10892,0.9,3892.0,3355.0,407225.0,90895.0,2258.0,767.0,1396.0,432662.0,3.0,8395.2,130,1.548503907,140.5581395,31.90825688,4.836633663,1.3,1.721311475,2.253846154,2.253846154
1.0,1.0,3.0,Seattle,5.0,179.0,111.0,Y,47.64219,-122.34643,98109,26277.0,20715.0,16018,117.2,2.0,0.4,13143,13621,12656,0.8,4146.0,5604.0,582369.0,94602.0,2362.0,905.0,1568.0,905401.0,3.3,10510.8,233,2.216767515,139.0519481,44.37894737,4.820809249,1.17167382,1.305309735,1.652360515,1.652360515
1.0,2.0,4.0,Belmont,5.0,121.0,140.0,N,37.51373,-122.27111,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,San Diego,2.0,17.0,90.0,Y,32.74128,-117.17553999999998,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999995,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,3.0,3.0,San Diego,6.0,61.0,129.0,N,32.79652,-117.24914,92109,49124.0,45787.0,46071,140.7,7.6,4.3,6463,25677,23447,0.5,5213.0,2847.0,821665.0,74047.0,2760.0,593.0,1532.0,984403.0,4.0,19649.6,656,3.3384903510000004,145.5595054,50.12617702,4.80990099,1.296183206,1.653130288,2.295731707,2.295731707
1.0,1.0,1.0,San Diego,2.0,373.0,45.0,Y,32.73959,-117.12,92104,46444.0,44414.0,47688,137.8,3.8,0.0,12271,23469,22975,0.5,3281.0,1746.0,551513.0,54187.0,2272.0,419.0,1189.0,346332.0,5.6,18577.6,391,2.104685212,118.6311688,56.503125,4.920711974,1.153846154,1.51744186,1.792838875,1.792838875
3.0,5.0,16.0,Boston,16.0,3.0,145.0,Y,42.3284,-71.08893,2119,27217.0,25346.0,23823,145.2,1.6,0.0,17043,12889,14328,0.5,1943.0,2251.0,384361.0,31534.0,1893.0,554.0,940.0,929538.0,9.3,10886.8,16,0.146966969,89.3125,31.64285714,4.821428571,1.125,1.733333333,2.75,2.75
1.0,2.0,2.0,Watertown,4.0,6.0,159.0,N,42.36341,-71.17785,2135,41094.0,42780.0,43887,141.5,2.6,0.2,15597,18525,22567,0.8,3734.0,4580.0,483587.0,59708.0,2215.0,772.0,1655.0,646082.0,3.7,16437.6,137,0.8334550059999999,114.9776119,38.95,4.774725275,1.220588235,1.535433071,2.065693431,2.065693431
1.0,2.0,2.0,San Diego,4.0,9.0,60.0,Y,32.83324,-117.2535,92037,39213.0,46781.0,42603,144.2,13.1,2.0,3001,18495,20718,0.6,8596.0,6399.0,1312466.0,106541.0,3822.0,1114.0,1873.0,1683614.0,3.8,15685.2,167,1.064697932,182.1202532,57.77564103,4.881578947,1.550898204,2.087248322,2.8982035930000003,2.8982035930000003
1.0,1.0,1.0,Daly City,2.0,127.0,129.0,Y,37.7025,-122.49206,94132,31737.0,28129.0,26291,162.6,3.1,0.5,10205,15161,16575,0.6,6318.0,3496.0,890812.0,71561.0,2821.0,553.0,1963.0,3898250.0,9.2,12694.8,239,1.882660617,92.57081545,46.30582524,4.723076923,1.260869565,1.258928571,1.6695278969999998,1.6695278969999998
1.0,2.0,4.0,Seattle,6.0,29.0,185.0,Y,47.61272,-122.33017,98101,12216.0,10238.0,9010,118.9,0.5,0.1,23528,6801,5416,0.8,3827.0,4223.0,514775.0,65925.0,2463.0,793.0,1369.0,1204434.0,3.8,4886.4,143,2.926489849,114.8881119,74.70229008,4.796153846,1.076923077,1.240384615,1.79020979,1.79020979
1.0,1.0,1.0,Seattle,4.0,36.0,168.0,N,47.60529,-122.32088,98104,14189.0,13095.0,13095,123.9,0.8,0.1,18310,8676,5514,0.8,3040.0,4143.0,429534.0,35433.0,1957.0,848.0,972.0,613354.0,5.5,5675.6,88,1.550496864,104.8045977,74.42028986,4.75,1.068181818,1.181818182,1.488636364,1.488636364
1.0,1.0,2.0,New York,4.0,116.0,177.0,Y,40.72503,-74.00601,10013,28615.0,27700.0,25042,179.7,0.6,0.0,51811,14192,14422,0.5,10587.0,10810.0,2219817.0,108488.0,3987.0,1513.0,1719.0,5359362.0,3.1,11446.0,66,0.576620654,210.8412698,49.13333333,4.766666667,1.242424242,1.475409836,1.878787879,1.878787879
1.0,1.0,1.0,Atlanta,2.0,5.0,77.0,Y,33.79692,-84.40741,30309,23359.0,21845.0,18739,97.6,3.4,0.0,6834,12109,11249,1.1,3363.0,4348.0,310330.0,81549.0,1959.0,821.0,1243.0,346940.0,2.4,9343.6,190,2.033477461,131.0585106,28.44444444,4.881679388999999,1.326315789,1.580838323,1.968421053,1.968421053
1.0,1.0,2.0,San Diego,3.0,65.0,40.0,Y,32.732820000000004,-117.10797,92105,73767.0,69813.0,72994,134.0,5.6,0.0,13242,36115,37651,0.6,2361.0,1216.0,327867.0,39481.0,1627.0,364.0,1066.0,439115.0,8.6,29506.8,128,0.433798311,90.2734375,37.29126214,4.77173913,1.141732283,1.438596491,1.734375,1.734375
1.0,1.0,1.0,Metairie,3.0,37.0,17.0,N,30.0121,-90.16252,70124,20988.0,16824.0,22951,100.2,6.7,1.1,3152,10095,10892,0.9,3892.0,3355.0,407225.0,90895.0,2258.0,767.0,1396.0,432662.0,3.0,8395.2,130,1.548503907,140.5581395,31.90825688,4.836633663,1.3,1.721311475,2.253846154,2.253846154
1.0,2.0,2.0,New Orleans,4.0,4.0,228.0,N,29.95425,-90.0534,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,2.0,New York,4.0,51.0,106.0,N,40.72828,-73.99898,10012,24887.0,24090.0,26000,169.4,0.3,0.0,76982,12790,12097,0.7,10587.0,10810.0,1467298.0,106039.0,3483.0,1279.0,2200.0,2955801.0,3.7,9954.8,122,1.225539438,179.3833333,49.72072072,4.724770642,1.06557377,1.315315315,1.680327869,1.680327869
1.0,1.0,1.0,San Francisco,1.0,38.0,100.0,Y,37.7649,-122.4214,94103,26116.0,27170.0,23016,167.8,1.4,0.0,19259,15354,10763,0.9,7500.0,7701.0,814561.0,48054.0,3471.0,967.0,1064.0,921350.0,5.0,10446.4,150,1.4359013630000002,176.0,78.62307692,4.9375,1.22147651,1.174825175,1.322147651,1.322147651
1.0,1.0,1.0,San Diego,1.0,11.0,60.0,Y,32.75316,-117.15966,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999995,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,2.0,2.0,Seattle,4.0,32.0,120.0,Y,47.70171,-122.35905,98117,33150.0,31365.0,29667,116.9,3.9,0.6,8406,16443,16707,0.8,4648.0,4966.0,609006.0,99692.0,2420.0,717.0,1522.0,583000.0,3.3,13260.0,117,0.882352941,95.22222222,61.19626168,4.885,1.217391304,1.446428571,2.05982906,2.05982906
1.0,1.0,2.0,San Francisco,4.0,9.0,195.0,Y,37.71728,-122.45269,94112,85205.0,79407.0,73104,154.3,3.4,0.0,25329,42842,42363,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,3.0,4.0,Brooklyn,8.0,4.0,159.0,N,40.67342,-73.89325,11207,94588.0,93386.0,86551,161.2,2.7,0.0,35415,42748,51838,0.5,2462.0,2569.0,457726.0,37336.0,2322.0,732.0,1115.0,584491.0,9.2,37835.2,54,0.142724236,73.83333333,32.63265306,4.78125,1.166666667,1.458333333,1.722222222,1.722222222
1.0,1.0,2.0,Washington,2.0,16.0,95.0,Y,38.93103,-77.02826,20010,32886.0,30138.0,28772,124.5,1.1,0.0,30373,16570,16316,0.5,3306.0,2766.0,603568.0,72249.0,2365.0,667.0,1358.0,776158.0,4.4,13154.4,294,2.234993614,107.122449,48.944,4.849785408,1.197278912,1.314606742,1.806122449,1.806122449
1.0,1.0,2.0,Staten Island,4.0,24.0,110.0,Y,40.63366,-74.07687,10301,40085.0,39706.0,38805,153.7,3.7,0.0,10924,19779,20306,0.8,3600.0,3911.0,467271.0,58011.0,2357.0,879.0,1226.0,448596.0,5.1,16034.0,59,0.367968068,90.68421053,42.97777778,4.794871795,1.372881356,1.631578947,2.101694915,2.101694915
